id,date,professor_name_raw,department,course_name,grading_status_raw,attendance_status_raw,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6
82,2021-09-05T16:59:02,منوچهر خاصی,ریاضی,ریاضی عمومی1,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر 99,تدریسشون واقعا عالیه. تمام مطالب رو کامل و جامع توضیح میدن.اگه درس عقب بیوفته حتی ساعت 9 شب هم کلاس اضافه میذارن.اوایل ترم تمرین نمیدادن ولی از اواسط ترم حجم عظیمی از تمرینات نازل میشه.امتحاناتشون سخته و براساس شماره دانشجویی هست.سطح سوالات با جزوات همخونی نداره.مشارکت در کلاس و حل سوال نمره مثبت داره.در کل با تلاش زیاد میشه نمره خوب و حتی عالی ازشون گرفت.,10.0,10.0,9.0,5.0,9.0,10.0
83,2021-09-05T19:06:55,حمید کریمی,معارف,اندیشه1 _اندیشه2,دست باز و با ارفاق,حضور و غیاب نمی کند,بهمن 99,چیزی ندارم,9.0,9.0,10.0,10.0,10.0,10.0
84,2021-09-05T20:46:52,کاظم اسمعیلی,مهندسی عمران,طراحی معماری و شهرسازی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"امتحان پایان ترم شفاهی و به صورت رندم از چند نفر می‌پرسه و از اونایی که نمیپرسه به طور پیش فرض کامل میده . 
دو تا پروژه داره که عمده نمره از اوناست
۸نمره پروژه شهرسازی
۸نمره پروژه طراحی معماری
۴نمره پایان ترم",7.0,7.0,8.0,5.0,6.0,8.0
85,2021-09-05T21:17:39,محسن نصیری,معارف,فارسی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"فقط کافیه تو کلاس لحظه به لحظه حواست به کلاس و صحبت ها و صفحه باشه. 
چون ایشون یک حرفی رو میزنن و بلافاصله یک پول(نظرسنجی یا آزمون) میذارن و چند ثانیه فرصت داری جواب بدی. اگه به بیشتر این آزمون های یهویی سر کلاس جواب بدی نمره کامل رو میگیری....",9.0,10.0,9.0,9.0,9.0,9.0
87,2021-09-05T22:30:50,سید ادیب ابریشمی فر,برق,سوئیچینگ ۱,دست باز و با ارفاق,حضور و غیاب نمی کند,بهمن 99,خیلی خوب هستن دکتر ابریشمی فر,10.0,10.0,10.0,10.0,10.0,10.0
88,2021-09-05T22:33:21,جواد غفاری,معارف,اخلاق اسلامی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"استاد خوبی و تا جایی که بتونه راه میاد با دانشجو
۴ تا پروژه داره که هر کدوم دو نمره است و برای هر کدوم چند تا موضوع میده که باید در مورد یکیش ده   دوازده صفحه تحقیق کنید
و هر جلسه یه سوال میده که باید جوابش رو ایمیل کنید که البته این مورد ضروری نیست و نمره امتیازی داره
در کل استاد خوبیه",10.0,10.0,10.0,10.0,10.0,10.0
89,2021-09-05T22:33:42,مسلم احمدی,معارف,"اندیشه1,2",منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 99,چیزی اضافه ایی نیست,5.0,10.0,9.0,8.0,10.0,10.0
90,2021-09-05T22:36:20,احمد چلداوی,برق,میدان,خب اساسا نمره ای که میدن طوریه که سخت گیره من خودم حس کردم نمرم باید بیشتر شه,حضور مهم نیست اما تاثیر مثبت دارد,مهر 97,"دکتر چلداوی کلا استاد خوبیه 
سر کلاساش باشید و خب اماده باشید که سخت بگذره بهتون
دیده شده اگه کسی باشه قلقش دستش بیاد میشه کلاسش جذاب شه اگه نباشه که نه",5.0,5.0,7.0,4.0,8.0,10.0
91,2021-09-05T22:40:57,سمیه سعیدی نژاد,ریاضی,معادلات دیفرانسیل,منصفانه و هرچی خودت بگیری,یادم نمیاد,بهمن 99,"۱-چون گزینه هست نمیشه کامل گفت، درخصوص کتاب مرجع و جزوه دو سه تا کتاب معرفی کردن، یک جزوه بود از ترم های گذشته که معمولا با اون پیش می رفتن البته خودشون دوباره مثال هاش رو حل میکردند یا توضیحاتی می نوشتند.
۲- نمره دهی هم ارفاقی وجود نداشت (مثلا نمره ی من رو ۰.۱۵ افزایش دادن) ولی میشه نمره راضی کننده ای گرفت.
۳- چندین کوییز میگیرن و تکالیف باید تحویل بدید و نمرشون مستقیم تاثیر داره. یه نکته رو هم بگم کوییز اولشون سخت بود ولی بقیه روتین بودن. و اینکه زمان زیادی هم بابت کوییز ها میدن. 
همین دیگه",10.0,10.0,10.0,10.0,7.0,10.0
92,2021-09-05T22:59:40,عبدالمجید ارجمندی,معارف,فارسی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 99,"بر خلاف صحبت های بدی که درباره ایشون میشه
اما میشه نمره خوبی ازشون گرفت
میانترم نداره
پایان ترم از قسمت های تدریس شده کتاب و مطالب گفته شده سر کلاس
فعالیت زیاد داره اما
در کل قابل قبوله",8.0,9.0,8.0,7.0,10.0,8.0
93,2021-09-05T23:00:39,نصیری,معارف,تفسیر نهج‌البلاغه,منصفانه و هرچی خودت بگیری,یادم نمیاد,مهر 99,"نمره منصفانه میده
میان ترم 4 نمره
پایان ترم 10 منره
6 نمره فعالیت کلاسی و ارائه که باید گروه های 5 نفری براش تشکیل بدید",7.0,10.0,9.0,6.0,7.0,9.0
94,2021-09-05T23:02:51,عبدالوحید داوودی,معارف,دانش خانواده,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,بهمن 99,"نمره واقعی میده
جزوه نداره
خوش اخلاق",9.0,10.0,10.0,8.0,7.0,10.0
95,2021-09-05T23:09:33,علی نصیری,معارف,اخلاق اسلامی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 99,چیزی اضافه ایی نیست,9.0,9.0,9.0,7.0,9.0,8.0
96,2021-09-05T23:10:04,ابوذر غفاری,برق,مدار 1,دست باز و با ارفاق,حضور و غیاب نمی کند,بهمن 99,چیزی اضافه ایی نیست,9.0,10.0,9.0,10.0,9.0,10.0
97,2021-09-05T23:11:09,نورالله هادی,معارف,زبان انگلیسی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,تابستان 99,"برا نمره گرفتن عالیه
برا یادگیری اصلا به هیچ عنوان پیشنهاد نمیشه",8.0,7.0,5.0,7.0,10.0,9.0
98,2021-09-06T00:33:19,جلیل رشیدی نیا,ریاضی,معادلات دیفرانسیل,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"به شدت افتضاح
کم تر از نمره واقعیت رو بهت میده
احترام قائل نمیشه برا دانشجو
بین اخذ نکردن و با ایشون برداشتن، اخذ نکردن گزینه بهتریه",6.0,8.0,6.0,6.0,5.0,3.0
99,2021-09-06T00:33:38,قاسمی,معارف,اندیشه 1,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"در هر صورت عالی
بهترین استاد عمومی دانشگاه
سواد عالی و مطالب ارائه شده متفاوت از بقیه کلاس های معارف
نمره دهی مناسب",10.0,10.0,10.0,9.0,10.0,10.0
100,2021-09-06T00:33:53,محسن بابامرادی,فیزیک,فیزیک۱,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 99,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0
101,2021-09-06T00:34:06,زهره مستقیم,ریاضی,معادلات دیفرانسیل,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 99,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0
102,2021-09-06T00:43:21,شهرزاد اسماعیلی,تربیت بدنی,ورزش1,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"هرکسی یه ارائه با موضوع دلخواه خودش انتخاب میکنه و نمره کاملش رو میگیره
جلسات اکثرا داخل گروه واتساپی تشکیل میشه
هر جلسه تا چند ساعت بعد از کلاس تایم داره تا اسم رو داخل گروه بنویسیم با گزارش یکسری تمریناتی که باید انجام بدیم تا حضور بخوریم
یه بار هم تصویری در رابطه با رشته ی انتخابی خیلی کوتاه میپرسن و عملی باید انجام داد براشون
خلاصه اصلا اصلااااااااا نگرانی برای نمره نیست
تقریبا کل کلاس ازشون نمره کامل میگیرن",10.0,10.0,10.0,10.0,10.0,10.0
103,2021-09-06T00:54:39,ریحانه بهرامیان,فیزیک,آز فیزیک 1,دست باز و با ارفاق,حضور و غیاب نمی کند,بهمن 99,"یه امتحان شفاهی پایان ترم میگیرن که سخت نیست حدود 3-4 دقیقه 
امتحان کتبی هم هماهنگ دانشکده ای هستش
در طول ترم ها گزارش کار ها مهمه که باید حتما دست‌نویس باشند و سر تایم تحویل داده بشن (تایم یک هفته ای)
اما با شرایط دانشجو ها کااااااملا کنار میان و فوق العاده هستن در کل",10.0,10.0,10.0,10.0,10.0,10.0
104,2021-09-06T00:54:49,جمال الدین شریعتی,تربیت بدنی,تربیت بدنی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0
105,2021-09-06T00:55:02,زینب ملایی,تربیت بدنی,تربیت بدنی,منصفانه و هرچی خودت بگیری,یادم نمیاد,مهر 99,"یه ارائه باید داد که موضوع رو خودشون تعیین میکنند 
گاها موضوع سخت هم میشه
حساسن که پاور رو خود دانشجو درست کنن با آپشن های زیادتر و خلاصه تر هم باشه بهتره
امتحان شفاهی میگیرن آخر ترم فقط که سوالات تایپی رو نشون میدن و همزمان باید جواب هارو مستقیما براشون گفت
یکم سخت نمره میشه ازشون گرفت در کل 
ولی کلاس های خوبی دارن
البته بخش هایی از جزوه رو هم حذف میکنن آخر ترم",10.0,10.0,10.0,10.0,10.0,10.0
106,2021-09-06T01:51:54,مهدی نجاریان,تربیت بدنی,ورزش 1,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,"8 نمره حضور غیاب
10 نمره ارائه
2 نمره امتحان شفاهی
فوتسال- موضوعات رو بین دانشجویان تقسیم میکنند و باید پاور پوینت با فیلم و عکس ارائه بدهند، امتحان شفاهی هم که در حد یکی دوتا سواله، از قوانین فوتسال بود که یکی از دوستان ارائه میدهند و فایل زو در اختیارتون میزارن.",9.0,10.0,10.0,10.0,10.0,10.0
107,2021-09-06T02:51:33,آسیه سادات کاظمی,فیزیک,مکانیک تحلیلی۱- مکانیک تحلیلی۲,دست باز و با ارفاق,یادم نمیاد,مهر 98,"بسیار خوش برخورد و خوش رو هستن
خیلی سعی داشتن مفاهیم رو خوب آموزش بدن
بخش قابل توجهی از نمره مربوط به تی ای و ارائه بود",8.0,7.0,7.0,10.0,10.0,10.0
108,2021-09-06T09:25:16,محبوبه مولوی عربشاهی,ریاضی,محاسبات عددی,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 99,پروژه اختیاری دارن,10.0,9.0,9.0,10.0,8.0,10.0
109,2021-09-06T09:51:05,زهرا حداد نژاد,فیزیک,آز فیزیک۱,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 99,چیزی اضافه ایی نیست,8.0,8.0,8.0,10.0,10.0,9.0
